area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance
380,4,4,2,-,acept,not furnished,0,5500,1000,83
350,3,5,5,-,acept,not furnished,0,5500,675,83
380,3,5,4,-,acept,not furnished,0,5500,1200,83
350,3,4,5,-,acept,not furnished,0,5500,1092,83
230,3,4,4,-,not acept,furnished,0,5500,200,83
320,3,3,8,-,acept,not furnished,0,5500,572,83
300,3,3,8,-,acept,not furnished,0,5500,286,83
500,3,3,7,-,acept,not furnished,0,5500,84,83
600,3,3,4,-,acept,not furnished,0,5500,384,83
210,3,3,0,-,acept,not furnished,0,5500,734,83
400,3,2,3,-,acept,not furnished,0,5500,1084,83
41,3,2,1,1,not acept,furnished,0,6500,0,83
80,3,1,4,-,acept,not furnished,0,5500,0,83
260,2,3,4,-,acept,not furnished,0,5500,142,83
170,2,2,5,-,acept,not furnished,0,5500,600,83
150,2,1,2,-,acept,not furnished,0,5500,0,83
80,1,2,2,5,acept,not furnished,0,6522,0,83
387,4,6,4,1,acept,not furnished,5200,6400,2792,82
266,3,3,4,10,acept,not furnished,4700,6400,1500,82
336,2,2,2,2,acept,furnished,4106,5556,591,82
360,4,5,0,1,acept,not furnished,4000,6410,2000,82
290,5,5,3,4,not acept,not furnished,3500,5600,49,82
240,3,4,5,9,acept,not furnished,3200,6400,1400,82
220,3,2,2,4,acept,not furnished,3100,6400,700,82
200,4,3,3,14,not acept,not furnished,2400,6400,0,82
160,4,3,1,4,acept,furnished,1900,6300,667,82
169,4,4,4,9,acept,not furnished,1800,6450,1140,82
243,3,5,1,2,acept,not furnished,1788,5556,667,82
95,2,2,2,11,acept,not furnished,1450,6300,267,82
180,3,4,3,15,acept,furnished,1441,6400,690,82
127,1,2,1,18,not acept,not furnished,850,6300,440,82
480,3,6,4,-,acept,not furnished,700,5400,584,82
113,1,1,2,9,acept,furnished,650,6400,0,82
68,2,2,0,6,not acept,furnished,630,6443,20,82
500,8,5,8,-,acept,not furnished,0,5000,150,82
384,5,4,6,-,not acept,not furnished,0,5000,435,82
2000,4,2,3,-,acept,not furnished,0,4956,200,82
1000,3,4,2,-,acept,not furnished,0,5000,365,82
300,3,3,5,-,acept,not furnished,0,5400,834,82
360,3,3,4,-,acept,not furnished,0,5000,454,82
300,3,3,2,-,acept,not furnished,0,5000,690,82
300,3,3,0,-,acept,furnished,0,5000,0,82
180,3,2,1,-,acept,not furnished,0,5400,459,82
170,3,2,0,-,acept,not furnished,0,5000,320,82
120,2,3,2,-,acept,not furnished,0,5400,0,82
110,2,4,2,2,acept,furnished,2100,6375,500,81
210,3,4,4,2,not acept,not furnished,1990,6375,625,81
117,3,2,2,10,acept,not furnished,1564,5500,167,81
102,3,2,2,8,acept,furnished,1125,5525,225,81
100,3,3,0,5,acept,not furnished,820,6330,148,81
410,4,4,4,-,acept,furnished,0,4900,466,81
400,4,4,4,-,acept,not furnished,0,4900,320,81
269,4,3,2,-,acept,not furnished,0,4900,357,81
299,4,5,4,8,acept,not furnished,3103,6300,1096,80
355,3,4,8,8,acept,not furnished,2700,6000,1106,80
217,4,3,4,12,acept,not furnished,2644,6000,1177,80
165,4,3,3,10,acept,furnished,2440,6300,1292,80
164,3,3,1,1,not acept,not furnished,2389,6300,117,80
230,4,4,4,4,acept,not furnished,2260,6000,1250,80
190,3,3,1,3,acept,not furnished,2150,6300,459,80
120,3,4,3,8,acept,furnished,2077,6000,726,80
329,4,2,2,9,acept,not furnished,2040,6300,420,80
153,3,4,3,17,acept,furnished,2000,6300,534,80
400,4,6,4,15,acept,not furnished,1840,6000,668,80
170,4,3,3,6,acept,not furnished,1800,6000,881,80
160,4,3,2,2,acept,not furnished,1550,6200,375,80
84,2,2,0,12,not acept,not furnished,1500,6300,454,80
220,3,3,2,14,not acept,furnished,1499,6300,468,80
130,3,2,1,2,acept,furnished,1168,6290,233,80
184,3,3,2,6,acept,not furnished,1100,5445,264,80
115,3,2,1,9,acept,furnished,1082,6300,224,80
285,3,2,0,6,acept,not furnished,1000,6000,492,80
100,3,3,2,13,acept,not furnished,980,6300,491,80
74,1,1,1,17,not acept,furnished,826,6290,203,80
79,2,1,2,8,acept,not furnished,705,6250,0,80
180,4,1,1,-,acept,not furnished,1,4480,375,80
360,7,6,6,-,acept,not furnished,0,5270,245,80
400,4,6,5,-,acept,not furnished,0,5300,984,80
460,4,4,6,-,acept,not furnished,0,5280,667,80
320,4,3,2,-,acept,not furnished,0,4500,125,80
260,2,5,4,-,acept,not furnished,0,4500,75,80
213,3,5,5,10,acept,not furnished,3800,6200,0,79
200,3,4,3,18,acept,furnished,2350,6200,1084,79
140,2,3,4,10,acept,furnished,2300,6170,417,79
130,2,2,2,3,acept,not furnished,1752,6200,634,79
49,1,1,1,7,acept,furnished,1730,6200,0,79
125,4,4,2,8,acept,not furnished,1600,6130,217,79
120,4,3,3,16,acept,not furnished,1420,6160,390,79
130,3,2,2,15,not acept,not furnished,1400,6200,4000,79
77,3,2,2,14,not acept,not furnished,830,6200,205,79
225,4,4,2,-,acept,not furnished,800,4445,352,79
70,2,2,0,7,not acept,furnished,750,6100,150,79
296,6,4,8,-,acept,not furnished,0,5200,375,79
600,5,7,5,-,acept,not furnished,0,5200,155,79
400,5,6,0,-,acept,not furnished,0,5200,0,79
540,4,4,6,-,acept,not furnished,0,5220,1542,79
260,4,4,2,-,acept,not furnished,0,5200,184,79
350,4,3,3,-,acept,furnished,0,4400,209,79
340,4,3,0,-,acept,not furnished,0,5200,667,79
220,4,2,3,-,acept,furnished,0,5200,705,79
400,3,3,2,-,acept,not furnished,0,4800,0,79
138,3,2,3,-,acept,not furnished,0,5200,231,79
83,2,3,2,4,acept,furnished,3850,6000,1128,78
200,4,4,3,7,not acept,not furnished,2800,6141,997,78
70,2,2,1,11,not acept,furnished,2800,6000,835,78
310,3,2,0,5,not acept,not furnished,2500,6000,595,78
320,3,2,0,5,not acept,not furnished,2300,6000,292,78
139,3,2,2,1,acept,not furnished,2047,6000,540,78
180,4,2,1,2,acept,furnished,1955,6000,633,78
185,3,2,2,2,not acept,not furnished,1760,6000,0,78
140,4,2,1,1,not acept,not furnished,1700,6000,380,78
140,4,2,1,1,not acept,not furnished,1700,6000,380,78
95,2,3,0,4,acept,furnished,1700,6020,250,78
136,3,4,3,13,acept,not furnished,1505,6100,433,78
127,3,2,1,10,acept,not furnished,1393,6156,172,78
98,3,2,1,2,acept,not furnished,1379,6000,239,78
117,3,4,2,10,acept,not furnished,1350,6100,490,78
101,3,4,2,4,not acept,furnished,1037,6140,359,78
90,2,2,0,13,not acept,furnished,1002,6000,70,78
70,3,3,0,8,not acept,furnished,980,6000,332,78
150,3,3,0,10,acept,furnished,850,6000,467,78
280,3,5,2,3,acept,furnished,729,5280,500,78
200,3,3,3,-,acept,furnished,200,4700,110,78
235,4,2,4,-,acept,not furnished,0,4700,480,78
213,2,2,3,-,acept,not furnished,0,5150,0,78
600,4,6,5,13,acept,not furnished,7200,6000,1167,77
300,3,5,4,12,not acept,not furnished,6593,6000,1974,77
300,4,3,4,9,acept,not furnished,4900,6000,1500,77
320,3,5,0,10,not acept,not furnished,4778,6000,2417,77
400,4,5,3,3,acept,furnished,4670,6000,1195,77
68,1,1,1,12,acept,furnished,4240,6000,584,77
197,3,3,2,8,acept,not furnished,4200,6000,1375,77
280,3,4,2,3,not acept,not furnished,4000,6000,1059,77
83,1,1,1,15,not acept,furnished,4000,6000,255,77
298,4,5,4,1,not acept,not furnished,3600,6000,1250,77
288,4,5,4,7,acept,not furnished,3600,6000,1150,77
230,4,5,4,4,not acept,not furnished,3500,6000,1167,77
80,4,4,3,5,acept,not furnished,3450,6000,0,77
245,4,3,4,8,acept,not furnished,3450,6000,1667,77
367,3,5,3,10,acept,furnished,3400,6000,1500,77
268,4,4,4,3,acept,furnished,3317,6000,899,77
224,3,4,2,9,acept,not furnished,3300,6000,679,77
250,3,4,2,16,acept,not furnished,3300,6000,517,77
280,4,4,4,6,not acept,furnished,3200,6000,100,77
240,4,5,4,5,acept,not furnished,3000,6000,834,77
350,4,4,2,4,not acept,not furnished,3000,6000,1316,77
182,4,4,2,10,acept,not furnished,2965,6000,605,77
215,3,4,4,6,acept,not furnished,2859,6000,865,77
250,3,4,3,13,acept,not furnished,2800,6000,834,77
200,4,5,3,7,not acept,not furnished,2750,6000,250,77
215,4,4,2,16,not acept,furnished,2600,6000,917,77
250,4,4,2,17,acept,furnished,2600,6000,500,77
255,3,4,2,10,acept,furnished,2600,6000,500,77
178,2,4,3,2,acept,not furnished,2580,6000,70,77
235,4,3,1,8,not acept,furnished,2500,5950,500,77
200,3,3,2,7,not acept,furnished,2500,6000,125,77
196,4,4,0,11,acept,not furnished,2450,6000,1458,77
140,3,3,2,3,acept,not furnished,2400,6000,500,77
284,4,3,3,4,acept,not furnished,2340,6000,483,77
300,4,4,3,2,acept,not furnished,2300,6000,417,77
189,3,4,3,8,acept,not furnished,2300,6000,67,77
310,2,6,3,11,not acept,not furnished,2300,6000,764,77
190,4,4,3,17,acept,not furnished,2263,6000,899,77
260,3,5,4,12,acept,not furnished,2227,6000,1468,77
230,4,3,4,17,not acept,furnished,2217,6000,745,77
202,4,4,3,13,acept,not furnished,2200,6000,1000,77
248,3,4,3,10,acept,not furnished,2200,6000,742,77
200,3,4,1,8,not acept,furnished,2200,6000,375,77
131,4,4,3,1,not acept,furnished,2100,6000,818,77
146,3,4,3,4,acept,not furnished,2100,6000,584,77
198,3,3,0,14,acept,not furnished,2070,6000,715,77
75,2,1,1,4,acept,furnished,2065,6000,600,77
220,3,4,3,8,acept,not furnished,2021,6000,996,77
78,1,1,2,8,not acept,furnished,1980,6000,317,77
136,3,3,3,4,acept,furnished,1970,6000,600,77
215,4,4,2,10,not acept,not furnished,1950,6000,834,77
174,3,4,2,2,acept,not furnished,1936,6000,390,77
84,4,1,3,5,not acept,not furnished,1914,6000,804,77
155,4,5,3,14,not acept,not furnished,1850,6000,625,77
164,4,4,3,1,acept,not furnished,1840,6000,550,77
124,4,2,1,2,acept,not furnished,1812,5900,395,77
118,3,2,1,4,acept,furnished,1800,6000,22,77
130,2,4,3,2,acept,not furnished,1800,6000,667,77
180,3,3,1,-,acept,furnished,1785,6000,294,77
204,4,3,1,2,acept,furnished,1774,6000,0,77
190,3,4,2,10,not acept,not furnished,1764,6000,48,77
260,4,2,2,3,acept,not furnished,1715,6000,594,77
205,3,4,4,13,acept,not furnished,1700,6000,650,77
60,2,2,1,11,acept,furnished,1680,6000,200,77
165,3,3,2,3,acept,furnished,1663,6000,502,77
250,3,4,3,8,acept,not furnished,1610,6000,1089,77
150,3,2,1,7,acept,furnished,1600,6000,284,77
103,3,3,0,6,acept,not furnished,1530,6000,320,77
100,1,2,1,13,not acept,not furnished,1520,6000,348,77
146,3,4,4,15,acept,not furnished,1510,6000,631,77
195,2,3,1,10,acept,not furnished,1500,6000,334,77
65,2,2,2,7,acept,not furnished,1500,6000,500,77
328,3,4,4,18,acept,furnished,1382,6000,800,77
220,4,2,1,2,not acept,not furnished,1340,6000,17,77
149,3,4,3,7,acept,furnished,1300,6000,550,77
104,3,3,2,6,acept,not furnished,1300,6000,0,77
129,3,5,0,14,acept,not furnished,1200,6000,561,77
145,3,4,3,1,not acept,not furnished,1200,6000,750,77
142,3,4,3,2,acept,not furnished,1200,6000,500,77
54,1,2,1,13,acept,furnished,1150,6000,0,77
68,1,2,1,5,acept,not furnished,1040,6000,229,77
65,2,2,1,12,not acept,furnished,980,6000,250,77
97,3,1,1,2,acept,furnished,915,6000,50,77
89,3,2,2,19,acept,not furnished,900,6000,184,77
100,3,2,0,1,acept,not furnished,900,5900,309,77
100,2,3,2,27,acept,furnished,860,6028,353,77
70,2,2,2,1,acept,furnished,858,6000,449,77
84,2,2,0,1,acept,furnished,850,6000,250,77
84,1,2,0,1,acept,furnished,850,6000,250,77
139,2,3,1,5,acept,not furnished,720,5966,387,77
140,3,2,1,1,acept,furnished,700,6000,109,77
65,2,1,0,24,acept,furnished,650,6000,200,77
284,3,5,6,-,acept,not furnished,550,5100,417,77
22,1,1,0,6,not acept,furnished,380,6000,9,77
57,1,1,1,4,acept,furnished,300,6000,17,77
57,1,1,0,9,acept,furnished,300,6000,17,77
57,1,1,0,5,acept,furnished,300,6000,17,77
57,1,1,0,4,acept,furnished,300,6000,17,77
57,1,1,0,10,acept,furnished,300,6000,17,77
57,1,1,0,8,acept,furnished,300,6000,17,77
57,1,1,0,7,acept,furnished,300,6000,17,77
57,1,1,0,6,acept,furnished,300,6000,17,77
250,5,4,5,-,acept,not furnished,0,4300,84,77
250,5,3,4,-,acept,not furnished,0,5000,417,77
230,4,4,8,-,acept,not furnished,0,5100,320,77
300,4,4,3,-,acept,furnished,0,5080,284,77
150,4,3,2,-,acept,not furnished,0,5000,717,77
300,4,3,1,-,acept,not furnished,0,5000,367,77
130,3,2,2,-,acept,not furnished,0,5100,183,77
190,3,4,3,2,acept,not furnished,3800,5950,1209,76
600,5,5,4,-,acept,not furnished,3300,5000,916,76
201,4,4,4,13,acept,not furnished,2600,5933,900,76
170,2,3,3,6,not acept,furnished,2500,5950,417,76
183,4,3,4,3,acept,not furnished,2380,5950,192,76
208,3,3,3,13,acept,not furnished,2204,5960,641,76
100,2,4,2,10,acept,not furnished,1600,5990,417,76
660,5,5,4,-,acept,not furnished,1400,5000,1000,76
176,4,2,3,-,acept,not furnished,1225,5000,0,76
280,6,6,3,-,acept,not furnished,0,5000,1118,76
480,5,6,3,-,acept,not furnished,0,5000,1000,76
360,5,4,1,-,acept,not furnished,0,4600,158,76
462,4,7,4,-,acept,not furnished,0,5000,590,76
270,4,6,3,-,acept,not furnished,0,5000,669,76
550,4,5,5,-,acept,not furnished,0,5000,875,76
300,4,5,4,-,acept,not furnished,0,5000,538,76
250,4,5,3,-,acept,not furnished,0,5000,565,76
320,4,5,3,-,acept,not furnished,0,5000,409,76
350,4,5,2,-,acept,not furnished,0,5000,325,76
30,4,4,2,-,acept,furnished,0,5000,4247,76
250,4,3,3,-,acept,furnished,0,5000,334,76
165,4,3,2,-,acept,not furnished,0,5000,46,76
250,4,2,6,-,acept,not furnished,0,5000,458,76
300,4,2,6,-,acept,not furnished,0,5000,250,76
300,3,6,6,-,not acept,not furnished,0,5000,1000,76
217,3,5,6,-,acept,not furnished,0,5000,417,76
340,3,5,5,-,acept,not furnished,0,4600,211,76
190,3,4,4,-,acept,not furnished,0,5000,275,76
215,3,4,2,-,acept,not furnished,0,5000,318,76
450,3,3,8,-,acept,furnished,0,5015,400,76
300,3,3,5,-,acept,not furnished,0,5000,584,76
180,3,3,3,-,acept,not furnished,0,5000,235,76
140,3,3,2,-,acept,not furnished,0,5000,300,76
170,3,3,2,-,acept,not furnished,0,5000,242,76
144,3,3,2,-,acept,furnished,0,5000,109,76
160,3,3,0,-,not acept,not furnished,0,5000,500,76
200,3,3,0,-,acept,not furnished,0,5000,200,76
170,3,2,3,-,acept,not furnished,0,5000,0,76
127,3,2,2,1,acept,not furnished,0,5000,250,76
120,3,2,2,-,acept,not furnished,0,5000,250,76
200,3,2,2,-,acept,not furnished,0,5000,167,76
220,3,2,1,-,acept,not furnished,0,5000,500,76
160,3,1,2,-,acept,not furnished,0,5000,225,76
200,2,2,1,-,acept,not furnished,0,5000,0,76
108,2,1,3,-,acept,not furnished,0,5000,260,76
140,2,1,2,-,acept,not furnished,0,5000,584,76
100,2,1,0,-,not acept,not furnished,0,5000,125,76
82,2,1,0,-,acept,furnished,0,4950,59,76
230,3,4,2,12,acept,furnished,2662,5900,680,75
145,3,2,1,3,acept,not furnished,2400,5800,500,75
320,3,4,1,11,not acept,not furnished,2200,5800,292,75
214,3,3,2,1,acept,not furnished,2016,5900,227,75
102,3,4,3,3,acept,furnished,2000,5800,459,75
180,2,3,2,9,acept,not furnished,2000,5900,604,75
100,1,2,2,11,acept,not furnished,1884,5850,472,75
214,4,3,3,1,not acept,not furnished,1760,5600,798,75
88,3,2,2,11,acept,furnished,1350,5870,108,75
170,2,3,3,16,acept,not furnished,1350,5900,167,75
150,3,4,0,4,acept,not furnished,1200,5900,475,75
95,3,2,2,3,acept,not furnished,1200,5800,430,75
190,4,2,0,10,acept,not furnished,1000,5580,417,75
79,2,2,2,18,not acept,furnished,800,5900,280,75
222,3,2,2,3,not acept,furnished,770,5083,350,75
180,3,2,3,2,acept,furnished,0,5100,250,75
180,3,2,3,2,acept,furnished,0,5100,250,75
78,2,1,2,9,acept,furnished,0,5900,0,75
315,3,5,4,11,acept,not furnished,4475,5820,1495,74
325,3,5,0,3,acept,furnished,4285,5800,2049,74
300,3,5,3,9,acept,furnished,4000,5780,1250,74
380,4,3,3,11,acept,not furnished,3500,5800,1600,74
189,4,3,3,14,acept,not furnished,3300,5780,440,74
200,3,4,4,10,acept,not furnished,2900,5500,1021,74
220,3,4,3,1,acept,not furnished,2750,5800,1040,74
189,3,3,1,12,acept,not furnished,2143,5800,371,74
240,3,4,3,9,acept,not furnished,2100,5800,825,74
230,4,3,2,8,acept,not furnished,1900,5500,48,74
148,4,3,2,12,acept,not furnished,1886,5500,399,74
140,3,2,2,1,acept,not furnished,1800,5700,579,74
122,3,2,1,9,acept,not furnished,1766,5800,279,74
200,3,3,1,8,acept,not furnished,1687,5800,365,74
230,3,3,1,3,acept,not furnished,1580,5800,589,74
78,2,2,2,8,acept,furnished,1400,5800,334,74
145,3,3,1,1,acept,not furnished,1225,5800,375,74
138,3,3,2,5,acept,furnished,1112,5800,475,74
145,3,3,2,1,acept,furnished,1088,5800,250,74
300,4,3,2,10,acept,furnished,900,5500,100,74
92,3,2,0,13,acept,not furnished,870,5800,242,74
120,3,3,3,7,acept,not furnished,800,5000,0,74
380,5,6,2,-,acept,not furnished,0,4500,125,74
300,5,5,5,-,not acept,not furnished,0,4500,450,74
180,5,5,4,-,acept,not furnished,0,4500,270,74
284,5,2,3,-,acept,not furnished,0,4500,270,74
216,5,2,2,-,acept,not furnished,0,4500,431,74
450,4,6,2,-,acept,not furnished,0,4900,486,74
279,4,5,4,-,acept,not furnished,0,4500,379,74
276,4,5,4,-,acept,not furnished,0,4900,183,74
367,4,3,8,-,acept,furnished,0,4500,404,74
260,4,3,4,-,not acept,not furnished,0,4500,480,74
266,4,3,4,-,acept,not furnished,0,4500,362,74
176,4,2,2,-,acept,not furnished,0,4500,226,74
318,4,2,2,-,not acept,not furnished,0,4500,179,74
240,3,5,6,-,acept,not furnished,0,4900,100,74
160,3,3,3,-,not acept,not furnished,0,4500,350,74
140,3,3,2,-,acept,furnished,0,4900,25,74
215,4,6,3,2,acept,furnished,2100,5700,959,73
145,4,3,2,8,acept,not furnished,1800,5700,292,73
190,3,2,2,9,acept,not furnished,1700,5700,492,73
218,3,5,2,3,acept,furnished,1160,4950,409,73
105,3,2,0,4,not acept,furnished,940,5660,0,73
60,2,2,1,3,acept,furnished,900,5700,212,73
87,2,3,2,16,not acept,not furnished,541,5700,216,73
89,2,3,1,-,acept,furnished,360,5700,204,73
323,5,5,3,-,acept,not furnished,0,4800,582,73
200,5,2,3,-,acept,not furnished,0,4800,300,73
267,3,6,6,-,acept,not furnished,0,4800,470,73
165,3,4,6,-,acept,furnished,0,4800,100,73
220,3,4,2,-,acept,not furnished,0,4800,0,73
215,3,3,4,-,acept,not furnished,0,4800,275,73
348,3,3,3,-,acept,not furnished,0,4850,400,73
170,3,3,2,-,acept,not furnished,0,4850,334,73
110,3,3,2,-,acept,not furnished,0,4800,50,73
271,3,2,2,-,acept,not furnished,0,4800,646,73
120,3,2,2,-,acept,not furnished,0,4800,192,73
225,2,2,3,-,acept,not furnished,0,4800,450,73
250,2,2,1,-,acept,not furnished,0,4800,534,73
100,2,2,1,-,acept,not furnished,0,4800,321,73
77,1,1,1,8,not acept,not furnished,0,5700,0,73
280,3,3,2,9,acept,furnished,3000,5650,692,72
154,4,2,3,4,not acept,furnished,2150,5400,647,72
483,4,4,0,4,acept,furnished,2000,4900,1167,72
130,3,3,1,6,acept,not furnished,1000,4900,167,72
60,2,2,1,14,not acept,furnished,916,5650,59,72
350,6,5,2,-,not acept,not furnished,0,4000,334,72
450,6,2,8,-,acept,not furnished,0,4000,197,72
280,5,3,3,-,acept,furnished,0,4000,117,72
250,5,2,5,-,acept,not furnished,0,4675,270,72
460,4,4,4,-,acept,not furnished,0,4000,270,72
193,4,3,4,-,acept,furnished,0,4000,125,72
200,4,3,1,-,acept,furnished,0,4050,250,72
400,3,6,3,-,acept,not furnished,0,4780,817,72
240,3,3,1,-,acept,not furnished,0,4000,392,72
140,3,2,2,-,acept,not furnished,0,4000,142,72
250,2,2,0,-,acept,furnished,0,4000,335,72
91,2,2,2,3,acept,furnished,4495,5500,637,71
241,4,4,3,3,acept,not furnished,2851,5525,848,71
185,3,3,3,20,acept,not furnished,2670,5600,907,71
260,4,3,1,11,acept,furnished,2585,5500,1052,71
71,2,2,1,13,not acept,furnished,2438,5500,246,71
262,3,5,3,4,acept,not furnished,2130,5525,1000,71
120,3,2,2,4,acept,not furnished,1950,5500,250,71
186,4,4,3,11,acept,not furnished,1900,5600,584,71
140,3,2,2,3,acept,not furnished,1900,5500,546,71
200,3,4,4,8,acept,furnished,1800,5600,860,71
120,3,2,2,1,acept,furnished,1790,5500,509,71
201,4,4,3,2,acept,not furnished,1651,5300,852,71
60,2,2,1,21,acept,furnished,1600,5550,142,71
144,3,2,0,2,acept,furnished,1575,5500,530,71
196,3,4,1,11,acept,not furnished,1500,5500,500,71
86,2,2,1,1,not acept,furnished,1500,5500,375,71
103,3,3,2,7,not acept,not furnished,1470,5600,330,71
100,2,2,2,4,acept,not furnished,1439,5500,233,71
120,3,4,3,13,acept,not furnished,1350,5600,560,71
108,3,2,2,7,acept,not furnished,1290,5600,435,71
160,4,3,2,20,acept,furnished,1260,5600,334,71
108,3,2,2,6,acept,not furnished,1200,5600,275,71
97,2,2,0,1,acept,not furnished,1200,5600,0,71
93,2,1,1,7,acept,furnished,1200,5500,317,71
80,2,2,1,7,acept,furnished,1180,5435,207,71
81,2,3,2,7,not acept,furnished,1010,5500,1800,71
130,2,2,1,17,acept,not furnished,993,5600,75,71
110,3,2,2,6,acept,not furnished,950,5550,385,71
125,3,2,0,4,acept,not furnished,950,5500,243,71
76,2,1,1,16,acept,furnished,700,5600,0,71
94,1,1,1,2,acept,not furnished,700,4800,250,71
120,3,3,0,5,acept,furnished,600,5500,167,71
55,1,1,1,1,acept,furnished,577,5600,80,71
72,2,2,2,14,acept,not furnished,568,5300,375,71
300,6,6,4,-,acept,not furnished,0,4700,584,71
180,6,2,3,1,acept,not furnished,0,4800,242,71
300,5,5,3,-,acept,not furnished,0,4700,334,71
800,4,5,0,-,acept,not furnished,0,4275,200,71
210,4,4,3,-,acept,furnished,0,4700,375,71
180,3,4,4,-,acept,furnished,0,4700,2,71
272,3,4,3,-,not acept,not furnished,0,3990,187,71
300,3,3,8,-,acept,not furnished,0,4675,400,71
308,3,3,4,-,acept,not furnished,0,4700,673,71
150,3,3,2,-,acept,not furnished,0,4680,235,71
160,3,3,2,-,acept,not furnished,0,4680,212,71
210,3,2,3,-,acept,not furnished,0,4700,0,71
200,3,2,2,-,acept,furnished,0,4700,184,71
160,3,2,2,-,acept,not furnished,0,4320,100,71
160,3,2,1,-,acept,not furnished,0,4700,0,71
320,5,5,4,4,acept,not furnished,5800,5500,1500,70
270,4,5,2,4,acept,not furnished,4300,5500,1115,70
280,3,4,4,6,acept,not furnished,4095,5450,1042,70
248,3,4,4,9,acept,not furnished,4094,5500,146,70
300,4,4,6,7,not acept,furnished,4000,5500,1180,70
235,4,4,3,13,acept,not furnished,3450,5500,541,70
200,3,4,3,5,acept,furnished,3249,5500,843,70
196,2,3,3,8,acept,not furnished,3210,5500,73,70
220,3,4,4,2,acept,not furnished,3167,5500,1084,70
300,4,5,4,6,acept,not furnished,3150,5500,959,70
305,3,3,3,8,acept,not furnished,3100,5500,2167,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
45,1,1,1,1,not acept,furnished,3000,5520,0,70
210,3,3,2,5,acept,not furnished,2970,5500,690,70
200,4,5,3,1,not acept,not furnished,2800,5500,997,70
250,3,3,2,7,acept,furnished,2750,5500,792,70
172,4,5,3,9,acept,not furnished,2655,5500,943,70
180,4,3,2,5,acept,not furnished,2650,5500,667,70
240,3,3,4,6,acept,furnished,2600,5500,1834,70
185,2,3,3,8,acept,not furnished,2600,5500,834,70
153,4,3,3,3,acept,not furnished,2500,5500,700,70
260,4,4,6,22,acept,furnished,2480,5500,1167,70
130,3,2,1,8,acept,not furnished,2400,5500,209,70
55,1,2,1,18,acept,furnished,2270,5500,18,70
218,4,4,2,1,acept,not furnished,2250,5500,692,70
220,4,4,4,10,acept,not furnished,2200,5500,832,70
237,3,5,3,8,acept,furnished,2200,5500,917,70
190,3,4,3,1,acept,not furnished,2100,5500,525,70
220,4,3,3,20,acept,furnished,2080,5500,1092,70
180,3,2,2,6,acept,not furnished,2066,5500,518,70
239,4,4,4,15,acept,not furnished,2027,5500,974,70
140,2,1,1,6,not acept,furnished,2000,5500,300,70
158,3,3,2,10,not acept,not furnished,1995,5500,529,70
155,1,1,2,1,not acept,furnished,1952,5500,0,70
180,4,4,2,10,acept,not furnished,1900,5500,507,70
220,4,4,4,11,not acept,not furnished,1850,5500,834,70
110,3,2,2,14,not acept,furnished,1850,5500,341,70
167,3,3,4,10,acept,not furnished,1814,5500,807,70
220,4,4,1,19,acept,not furnished,1800,5500,650,70
168,3,4,2,9,acept,not furnished,1800,5500,65,70
130,4,4,3,16,not acept,not furnished,1778,5200,529,70
108,2,2,1,9,acept,not furnished,1726,5500,380,70
170,3,2,1,12,acept,furnished,1700,5500,415,70
198,2,2,2,13,acept,not furnished,1700,5500,320,70
260,4,4,3,8,not acept,not furnished,1665,5250,440,70
140,3,2,2,3,acept,not furnished,1640,5500,583,70
210,4,5,3,4,acept,not furnished,1635,5200,606,70
125,3,3,1,6,acept,furnished,1600,5500,247,70
130,3,2,1,6,acept,not furnished,1550,5500,300,70
127,2,2,2,5,acept,not furnished,1550,5500,361,70
162,4,4,3,7,not acept,not furnished,1500,5500,891,70
156,3,2,1,17,acept,not furnished,1500,5500,267,70
70,2,2,0,2,acept,furnished,1439,5500,315,70
145,3,3,2,7,acept,not furnished,1400,5500,0,70
106,3,2,2,6,acept,not furnished,1400,5520,275,70
98,3,2,1,9,acept,not furnished,1350,5500,200,70
167,3,3,2,7,acept,not furnished,1315,5500,292,70
130,3,4,2,8,acept,furnished,1300,5500,0,70
150,3,2,1,5,acept,not furnished,1300,5500,221,70
180,3,2,1,2,acept,furnished,1260,5500,255,70
100,3,3,2,6,acept,not furnished,1250,5500,250,70
124,3,2,2,8,not acept,furnished,1250,5400,250,70
137,3,3,1,9,acept,furnished,1247,5500,303,70
150,3,2,1,6,not acept,not furnished,1246,5500,0,70
93,3,3,0,16,not acept,furnished,1221,5500,367,70
90,3,4,2,9,acept,furnished,1200,5500,266,70
137,3,3,1,9,acept,furnished,1200,5500,303,70
63,2,1,2,12,acept,not furnished,1200,5500,220,70
93,2,2,2,2,acept,furnished,1166,5500,325,70
60,2,2,1,11,not acept,furnished,1158,5500,150,70
150,3,3,0,2,not acept,furnished,1140,4740,290,70
120,3,2,2,14,acept,not furnished,1110,5500,322,70
129,4,2,3,2,acept,furnished,1100,5500,520,70
