area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance
47,1,1,1,15,acept,not furnished,530,1800,0,23
52,2,1,1,1,acept,not furnished,160,1000,0,14
60,1,2,1,2,acept,not furnished,1155,4000,112,51
120,3,3,2,9,acept,not furnished,750,3000,500,39
55,2,1,0,2,not acept,not furnished,0,850,50,12
110,3,3,2,-,acept,not furnished,560,3200,88,49
145,3,4,0,2,acept,furnished,250,2950,75,44
88,2,4,2,8,acept,not furnished,840,2300,379,30
49,2,1,1,11,acept,not furnished,350,2000,3,26
26,1,1,0,4,acept,furnished,550,3500,80,45
36,1,1,0,6,acept,not furnished,300,1600,60,21
150,3,2,5,-,acept,not furnished,0,2100,260,32
77,1,1,1,8,not acept,not furnished,0,5700,0,73
60,1,1,2,-,acept,not furnished,0,1610,50,25
58,2,2,1,1,acept,not furnished,761,1190,105,16
145,4,4,3,14,acept,not furnished,1663,4500,584,58
408,4,6,3,20,acept,not furnished,2800,15000,1667,191
50,1,1,0,-,acept,not furnished,0,800,18,13
85,3,2,2,12,acept,not furnished,900,3300,116,42
210,3,3,3,1,acept,not furnished,400,4200,242,56
100,3,1,2,3,acept,not furnished,200,1646,73,22
68,2,1,1,6,not acept,furnished,480,1900,78,28
42,1,1,1,16,not acept,not furnished,472,2000,75,26
87,3,1,0,15,acept,not furnished,725,1300,105,17
40,1,1,0,1,acept,not furnished,240,950,84,13
50,2,1,1,4,acept,not furnished,540,1850,133,24
85,2,2,0,7,acept,furnished,660,2520,113,37
55,1,1,1,3,acept,furnished,550,1910,110,28
127,2,2,2,5,acept,not furnished,1550,5500,361,70
172,3,5,3,-,acept,not furnished,0,5800,607,88
75,2,1,2,2,acept,not furnished,380,1200,55,18
50,1,1,1,6,not acept,not furnished,500,3000,123,39
120,4,2,5,-,acept,not furnished,0,4200,0,64
95,3,2,2,15,acept,not furnished,720,3490,167,45
300,5,3,6,-,acept,not furnished,0,5200,334,86
44,1,1,0,1,acept,furnished,360,1600,0,21
563,3,6,4,12,acept,not furnished,5200,15000,1250,220
65,2,2,0,2,not acept,not furnished,150,1700,84,22
170,2,2,1,9,acept,not furnished,884,2940,80,38
22,1,1,1,1,not acept,furnished,0,1500,0,20
410,4,4,4,-,acept,furnished,0,4900,466,81
60,2,1,1,2,acept,not furnished,561,1400,41,19
47,1,1,0,7,acept,not furnished,890,2700,178,35
72,2,2,0,10,acept,not furnished,820,1500,70,20
157,4,3,3,3,acept,furnished,1717,9000,108,120
280,3,4,2,-,acept,not furnished,0,7000,584,106
68,3,2,1,14,acept,not furnished,830,1050,82,14
56,1,1,0,3,not acept,not furnished,428,560,17,9
140,2,4,1,11,acept,not furnished,2200,8900,300,113
50,2,1,0,2,not acept,not furnished,386,830,55,11
40,2,1,1,3,acept,not furnished,320,1200,70,16
260,3,4,4,4,acept,furnished,5000,12000,0,153
700,6,8,8,-,acept,furnished,0,14000,1020,211
130,2,1,0,-,acept,furnished,0,1900,292,29
215,3,2,0,4,not acept,not furnished,1054,4000,229,51
300,4,3,2,1,acept,not furnished,2500,4500,796,58
250,4,5,4,1,acept,not furnished,4200,12000,1667,153
80,2,2,1,7,acept,furnished,1180,5435,207,71
54,2,1,0,13,acept,furnished,460,1200,41,18
57,1,2,1,12,not acept,not furnished,660,650,0,9
130,3,2,1,9,not acept,not furnished,1500,4500,0,58
48,1,1,2,15,not acept,furnished,2121,6800,400,87
318,4,3,0,-,acept,not furnished,0,19000,384,338
77,1,2,1,29,acept,furnished,750,7740,209,99
42,1,1,1,14,acept,furnished,1202,2650,243,34
74,3,1,0,-,acept,not furnished,0,1600,40,25
452,4,6,4,13,acept,not furnished,3033,9980,2500,127
41,1,2,1,6,acept,not furnished,400,2400,67,36
90,2,2,2,1,acept,not furnished,1200,1917,275,25
145,1,3,1,5,not acept,furnished,1200,8000,537,104
70,1,2,0,2,acept,not furnished,450,2035,111,26
180,3,4,5,-,acept,not furnished,0,3300,266,50
68,2,1,0,12,acept,not furnished,470,1300,50,17
300,4,4,3,-,acept,not furnished,0,10000,767,151
270,3,3,1,-,acept,furnished,0,6500,23,98
63,1,1,1,3,acept,not furnished,298,650,0,9
140,2,3,1,3,acept,furnished,1306,5000,250,64
220,5,4,3,-,not acept,not furnished,0,8000,425,121
90,3,2,2,5,acept,not furnished,1478,2500,355,32
62,2,2,1,2,not acept,furnished,733,3200,129,41
55,1,1,0,1,not acept,not furnished,140,770,0,10
170,3,2,3,-,acept,not furnished,0,4000,180,66
75,3,2,1,1,acept,not furnished,290,1100,90,15
150,3,4,3,10,acept,not furnished,1700,2490,375,32
270,4,4,2,-,acept,not furnished,0,7000,200,125
55,2,1,0,1,not acept,not furnished,185,1500,27,22
38,1,1,0,4,not acept,not furnished,457,1050,0,14
87,2,2,1,2,acept,not furnished,580,1970,117,29
26,1,1,1,1,acept,not furnished,60,750,67,10
384,5,4,6,-,not acept,not furnished,0,5000,435,82
62,2,1,1,2,acept,not furnished,100,1050,84,14
70,2,1,1,6,acept,not furnished,900,1750,50,23
48,1,1,1,8,acept,furnished,1580,1288,0,19
396,4,4,4,-,acept,not furnished,0,10000,750,151
480,3,4,1,3,acept,not furnished,5200,7000,1201,91
230,4,4,3,3,acept,not furnished,1700,6300,431,84
60,1,1,0,5,acept,not furnished,650,2210,84,29
80,2,2,2,2,acept,not furnished,1088,1900,420,25
150,4,3,3,5,acept,not furnished,1609,7500,525,97
85,3,1,0,2,not acept,not furnished,150,1100,150,15
25,1,1,0,14,acept,not furnished,304,2200,60,28
105,3,3,0,3,acept,not furnished,840,2125,111,32
144,4,2,2,6,acept,not furnished,1820,4800,667,61
80,3,2,2,301,acept,not furnished,750,2600,164,35
100,1,1,0,-,acept,not furnished,0,1530,84,23
649,5,5,6,-,acept,furnished,0,15000,1065,246
55,2,1,1,2,acept,not furnished,300,850,30,13
68,2,2,1,2,acept,not furnished,400,1800,82,27
265,3,3,0,-,acept,not furnished,0,8500,475,128
96,2,1,0,9,acept,furnished,940,4387,3,56
241,5,4,3,-,acept,not furnished,0,5200,310,86
65,2,1,1,8,acept,not furnished,610,900,88,12
71,2,1,1,3,acept,not furnished,670,1130,114,15
90,1,1,0,1,not acept,not furnished,200,1550,167,20
90,3,2,0,9,acept,not furnished,900,2100,84,27
42,1,1,1,9,acept,not furnished,460,1020,42,13
109,3,1,1,5,acept,not furnished,500,1400,42,21
260,4,1,2,5,acept,furnished,3800,15000,1167,194
154,3,3,2,12,acept,furnished,1042,2000,0,26
55,1,1,0,-,not acept,not furnished,0,1020,21,17
49,2,2,1,8,acept,not furnished,632,2400,55,31
56,1,1,0,2,acept,furnished,0,8000,280,102
67,2,1,1,2,acept,not furnished,500,1230,42,16
160,4,4,0,9,acept,furnished,1300,3175,787,41
118,3,2,1,3,acept,not furnished,300,1800,50,27
47,2,1,1,6,acept,not furnished,350,1480,75,20
132,3,4,3,2,not acept,not furnished,2137,2980,520,38
47,1,1,0,20,acept,not furnished,280,755,27,12
60,3,2,1,13,not acept,not furnished,340,1700,120,22
250,4,5,0,14,acept,not furnished,3392,7880,1566,100
400,3,4,5,-,acept,furnished,0,8500,309,152
28,1,1,0,4,acept,furnished,484,2200,0,29
300,3,4,2,9,acept,furnished,2000,14000,1084,178
78,2,1,2,9,acept,furnished,0,5900,0,75
56,2,1,0,3,acept,not furnished,250,1800,41,23
110,2,2,0,4,acept,furnished,1356,3360,248,43
65,2,2,1,7,acept,not furnished,630,1800,25,23
59,3,1,1,1,acept,not furnished,100,1018,63,14
20,1,1,0,1,acept,furnished,602,1800,130,23
65,3,1,1,11,acept,not furnished,510,1800,0,23
235,4,4,4,5,acept,furnished,3330,14900,1417,189
137,2,3,2,1,acept,not furnished,2800,14000,542,178
28,1,1,0,-,not acept,furnished,550,1100,0,15
50,1,1,1,-,not acept,not furnished,0,1500,80,23
120,3,1,4,-,acept,not furnished,0,3500,234,53
80,2,1,0,-,not acept,not furnished,0,1576,125,24
82,3,1,0,3,not acept,furnished,460,2700,50,35
160,3,2,1,-,acept,not furnished,0,4700,0,71
51,1,1,0,1,acept,furnished,785,2350,150,30
56,2,1,0,-,acept,not furnished,200,1400,0,10
170,3,4,0,14,acept,furnished,2200,4000,800,51
300,4,5,4,19,acept,not furnished,3150,3800,1630,49
60,2,1,1,11,acept,furnished,500,3400,23,44
50,1,1,1,2,acept,not furnished,470,990,19,13
250,5,6,2,-,acept,not furnished,0,9000,717,136
80,2,2,2,12,acept,not furnished,900,935,100,13
20,1,1,0,-,acept,furnished,602,1800,130,23
110,2,1,1,6,not acept,not furnished,1200,3800,250,49
430,4,5,3,-,acept,not furnished,0,6000,0,99
144,4,3,3,14,not acept,furnished,1050,4500,390,60
80,2,1,1,1,acept,not furnished,875,24000,0,305
30,1,1,0,5,acept,not furnished,280,580,12,8
163,2,3,2,18,acept,furnished,1464,8000,470,102
80,2,2,2,9,acept,not furnished,400,2600,113,35
300,5,4,7,-,acept,not furnished,0,15000,2292,226
544,4,3,7,-,acept,not furnished,0,3200,250,53
95,3,2,2,4,not acept,not furnished,666,1800,134,24
65,2,1,0,1,acept,not furnished,355,1030,24,16
305,4,5,5,26,acept,not furnished,5071,14000,2241,187
103,2,2,2,1,not acept,not furnished,400,1200,100,16
135,3,2,2,3,acept,not furnished,1650,2300,775,30
200,3,4,2,13,acept,not furnished,1900,7000,677,89
47,2,2,1,12,acept,not furnished,500,1000,40,13
35,1,1,0,3,acept,not furnished,310,700,80,10
44,2,1,1,2,acept,not furnished,244,1000,0,13
82,2,1,1,5,acept,not furnished,860,3400,0,44
50,1,1,1,-,not acept,not furnished,0,900,21,14
360,4,3,3,-,acept,not furnished,0,3300,171,55
95,3,2,2,2,acept,not furnished,350,2500,71,37
83,2,3,2,8,acept,not furnished,1555,3200,735,41
60,1,1,1,6,acept,not furnished,683,2100,0,27
122,3,2,1,9,acept,not furnished,1766,5800,279,74
150,3,4,4,14,acept,not furnished,1076,7925,651,101
450,5,4,8,-,acept,not furnished,0,3460,400,53
58,2,1,1,4,acept,not furnished,350,1000,47,15
380,4,2,4,-,acept,not furnished,0,4600,700,70
430,4,5,3,7,acept,not furnished,1945,8000,528,107
280,3,5,2,3,acept,furnished,729,5280,500,78
580,5,6,5,-,not acept,not furnished,0,15000,1153,246
98,2,2,0,2,acept,not furnished,310,1100,38,17
40,1,1,1,2,not acept,not furnished,225,1080,65,14
50,2,1,1,2,not acept,furnished,328,2300,0,30
40,1,1,1,11,acept,furnished,1233,4065,202,52
75,4,4,1,9,not acept,furnished,700,4500,0,58
72,1,1,1,1,acept,not furnished,957,3500,239,46
429,5,4,6,-,acept,not furnished,0,12750,2312,192
380,4,2,0,-,acept,not furnished,0,8000,0,121
72,3,1,1,3,not acept,not furnished,300,900,86,12
114,3,3,0,-,acept,not furnished,150,2600,171,40
100,3,2,4,-,acept,not furnished,0,3880,255,59
120,4,2,2,11,acept,not furnished,1630,4000,464,51
100,3,3,2,6,acept,not furnished,1250,5500,250,70
170,2,3,2,-,acept,not furnished,0,6500,292,116
62,1,2,1,4,acept,furnished,2400,12000,350,153
62,2,2,1,5,acept,not furnished,510,2500,158,32
94,2,3,2,18,not acept,not furnished,1600,4400,325,56
144,3,2,1,7,acept,furnished,1500,8200,622,106
68,2,1,2,1,acept,not furnished,520,1200,74,16
42,1,1,0,5,not acept,furnished,290,2200,66,33
84,3,1,0,3,acept,furnished,70,1460,44,22
165,3,4,4,15,acept,not furnished,2000,10000,799,127
50,2,1,1,9,acept,not furnished,390,1072,0,14
65,2,1,1,3,not acept,furnished,400,1750,100,26
52,1,1,1,8,not acept,furnished,1000,2300,50,30
136,3,3,2,12,acept,not furnished,738,3400,115,44
75,2,1,1,3,not acept,not furnished,200,1100,62,15
212,3,5,3,7,acept,not furnished,2300,7000,1084,89
70,2,1,1,1,acept,not furnished,580,1400,52,18
57,2,1,1,5,acept,furnished,550,2300,63,30
128,2,3,3,9,acept,not furnished,2000,3900,500,50
62,2,2,1,1,not acept,not furnished,0,2350,0,30
140,3,3,2,-,acept,not furnished,0,3800,200,58
55,2,1,1,14,acept,not furnished,420,1399,0,18
130,3,2,1,8,acept,not furnished,2400,5500,209,70
82,3,2,2,4,not acept,not furnished,860,2600,209,33
100,3,2,1,5,acept,not furnished,1221,1200,38,16
122,2,2,2,10,acept,not furnished,1761,3950,640,51
87,2,1,0,2,acept,not furnished,300,1300,64,19
70,2,1,2,4,acept,not furnished,290,780,0,11
123,3,2,1,1,acept,not furnished,2800,3700,237,48
91,3,2,2,3,acept,not furnished,400,3390,150,50
50,1,1,0,4,acept,not furnished,100,1100,0,14
189,4,3,3,14,acept,not furnished,3300,5780,440,74
45,2,1,1,3,acept,not furnished,312,850,25,11
35,1,1,0,7,acept,furnished,560,1950,50,26
350,5,5,4,8,not acept,not furnished,3000,7200,1417,92
73,1,1,0,13,not acept,not furnished,744,1460,142,20
35,2,1,1,-,acept,not furnished,125,2100,0,32
685,4,3,5,11,acept,not furnished,3960,13000,3120,165
140,5,2,1,1,acept,furnished,0,3999,200,51
78,3,3,2,10,acept,not furnished,639,2800,117,36
200,6,4,2,-,acept,not furnished,0,5600,4710,85
102,2,2,1,11,acept,furnished,1900,3000,259,44
48,2,1,1,5,acept,not furnished,263,1000,66,13
84,3,2,1,3,not acept,furnished,741,2175,185,28
80,2,1,1,-,acept,not furnished,30,1300,40,20
391,4,5,2,15,acept,not furnished,2900,10000,1999,127
227,4,4,3,7,not acept,furnished,2000,15000,750,191
180,3,3,4,27,acept,not furnished,1800,6500,859,83
178,4,4,4,1,acept,not furnished,1200,3900,409,52
105,1,1,2,29,not acept,not furnished,1300,8700,417,111
26,1,1,0,4,acept,furnished,400,4300,60,55
200,2,3,1,10,acept,not furnished,1750,4500,0,58
78,2,2,2,3,acept,not furnished,150,1300,100,18
309,4,5,3,-,acept,not furnished,0,12000,734,181
66,3,2,1,11,acept,not furnished,400,1500,40,22
20,1,1,0,11,not acept,furnished,0,1650,0,22
35,1,1,1,13,acept,not furnished,475,750,32,10
130,2,4,3,2,acept,not furnished,1800,6000,667,77
120,3,1,0,1,acept,not furnished,0,1210,207,16
75,2,2,0,1,not acept,not furnished,670,2200,59,29
120,3,3,2,23,not acept,not furnished,1500,7300,400,93
65,2,1,1,1,acept,furnished,0,1530,0,20
20,1,1,0,-,acept,furnished,602,1800,130,23
62,3,1,2,1,acept,not furnished,750,1400,156,18
129,3,4,2,8,acept,not furnished,1800,3000,600,39
70,2,2,4,-,acept,not furnished,0,3000,190,46
38,1,1,0,12,not acept,not furnished,600,1700,82,22
120,3,3,3,7,acept,not furnished,800,5000,0,74
180,2,3,2,-,acept,not furnished,0,3150,301,48
82,1,1,2,1,acept,not furnished,1650,8000,267,102
58,2,2,2,7,acept,not furnished,304,1400,100,19
52,2,1,1,3,not acept,not furnished,450,2400,78,31
67,2,1,0,3,acept,not furnished,385,1300,56,17
100,3,1,1,2,acept,not furnished,0,2900,301,39
570,4,5,4,14,acept,not furnished,3800,10870,2016,138
54,2,1,1,1,acept,not furnished,280,2200,0,28
150,4,2,0,-,acept,not furnished,0,2500,184,38
32,1,1,1,11,acept,furnished,652,3870,42,50
127,3,2,2,1,acept,not furnished,0,5000,250,76
58,2,1,1,-,acept,not furnished,170,800,24,12
230,3,2,2,-,acept,furnished,0,4590,309,69
60,1,1,0,-,not acept,not furnished,0,1600,192,25
60,1,1,0,2,not acept,furnished,100,1170,0,18
245,3,5,4,13,acept,furnished,2450,11500,1584,146
180,3,2,2,2,acept,not furnished,2500,7000,1200,89
42,1,1,1,2,acept,not furnished,280,900,19,14
41,1,1,0,5,acept,furnished,300,1090,84,16
800,4,4,3,-,acept,not furnished,0,8000,834,132
700,7,6,5,-,acept,not furnished,0,15000,1161,246
140,3,3,2,-,acept,not furnished,0,2300,0,35
222,4,3,2,13,acept,not furnished,2300,4000,200,59
122,3,3,2,2,acept,not furnished,600,2500,149,37
62,1,1,0,7,not acept,furnished,943,2700,156,35
107,2,2,0,6,not acept,not furnished,799,3150,0,40
59,2,2,0,2,not acept,furnished,510,1400,112,19
40,1,1,0,4,acept,furnished,510,1360,1,18
72,3,1,1,1,acept,furnished,470,1075,49,14
400,4,6,4,15,acept,not furnished,1840,6000,668,80
84,2,3,2,25,acept,furnished,634,6900,165,88
80,3,2,2,11,acept,not furnished,700,1800,167,24
90,2,2,0,-,acept,not furnished,0,1750,0,27
413,4,4,0,1,acept,not furnished,2314,7900,692,106
120,4,4,1,-,acept,not furnished,0,4500,67,68
66,2,1,1,3,acept,not furnished,200,1000,25,14
140,3,2,1,22,not acept,not furnished,732,3000,305,39
190,4,2,2,4,acept,not furnished,970,3500,287,47
325,5,5,4,-,acept,not furnished,0,6000,420,91
60,2,2,0,15,acept,furnished,1640,2300,205,30
310,4,4,3,-,acept,not furnished,0,7000,675,106
100,2,2,2,6,acept,furnished,1700,6500,42,83
120,2,1,0,3,acept,not furnished,830,1100,95,14
52,2,1,1,4,not acept,not furnished,180,730,0,10
52,2,1,1,17,acept,not furnished,540,1100,45,14
115,3,3,1,5,acept,not furnished,1035,1900,30,25
47,1,1,1,5,acept,not furnished,390,1000,0,13
66,2,1,1,8,not acept,not furnished,530,1780,0,23
100,2,1,2,-,acept,not furnished,0,1650,0,25
55,2,1,1,2,acept,not furnished,300,1319,75,20
200,3,4,3,20,not acept,furnished,2450,12000,1261,153
51,2,1,1,1,not acept,not furnished,390,800,50,11
140,3,3,2,6,acept,not furnished,2420,2580,1000,33
200,4,4,3,4,acept,not furnished,1200,4200,580,56
30,2,2,1,1,acept,not furnished,250,1275,50,19
87,3,2,2,11,acept,not furnished,700,3500,125,47
100,3,2,1,6,acept,not furnished,1374,1800,211,27
48,1,1,1,8,not acept,not furnished,415,2000,0,8
40,1,1,1,20,not acept,not furnished,800,1160,91,15
78,2,2,1,4,acept,not furnished,700,2300,105,34
41,1,2,1,9,acept,not furnished,400,2800,67,41
200,3,4,3,5,acept,furnished,3249,5500,843,70
234,3,3,3,-,acept,not furnished,0,8200,340,135
136,3,1,0,8,acept,furnished,2000,3000,0,39
250,3,4,4,18,acept,not furnished,2200,3300,852,42
125,3,2,1,8,not acept,furnished,1164,3000,250,39
86,2,1,0,-,acept,not furnished,0,1387,130,21
62,2,1,0,8,acept,not furnished,504,1100,32,17
120,3,2,2,-,acept,not furnished,0,3110,111,47
61,1,1,0,8,acept,furnished,378,1900,43,25
160,3,2,1,5,acept,not furnished,1200,2500,170,37
64,1,1,0,3,acept,not furnished,680,1100,50,14
70,3,2,1,7,acept,not furnished,1292,2100,94,28
258,2,2,1,-,acept,not furnished,0,1400,67,22
163,4,3,2,2,acept,not furnished,300,2300,136,31
360,4,5,4,8,acept,not furnished,3500,1700,1417,22
90,2,2,1,2,not acept,not furnished,1389,3973,422,52
50,1,1,0,-,acept,not furnished,0,1100,0,17
264,4,4,1,2,not acept,furnished,3200,7000,1067,91
70,2,1,0,5,acept,not furnished,950,2500,199,19
126,2,2,1,8,not acept,not furnished,889,3120,204,40
35,1,1,1,14,not acept,not furnished,450,2700,0,35
98,2,2,1,2,acept,not furnished,465,1300,54,19
47,2,1,1,4,acept,not furnished,466,1375,0,18
70,3,2,1,3,acept,not furnished,758,2000,109,26
85,3,3,0,-,not acept,not furnished,550,2500,72,45
90,2,2,1,4,acept,not furnished,1200,3800,253,49
250,3,4,3,8,acept,not furnished,2850,9000,834,115
160,4,2,0,-,acept,not furnished,0,6800,142,104
25,1,1,0,1,not acept,not furnished,0,1200,35,16
97,2,3,2,15,acept,not furnished,768,3300,243,42
33,1,1,0,15,not acept,not furnished,550,4000,0,51
66,2,1,1,3,acept,not furnished,477,1100,44,15
78,3,2,2,1,acept,not furnished,780,1540,230,20
248,3,4,3,10,acept,not furnished,2200,6000,742,77
163,3,2,1,1,acept,not furnished,1100,4000,84,51
332,5,4,3,17,acept,not furnished,3200,15000,1167,191
30,1,1,1,10,acept,furnished,730,1850,70,24
172,3,3,3,3,acept,not furnished,2000,5000,800,65
100,3,2,0,-,acept,not furnished,0,1550,125,26
260,4,4,2,-,acept,not furnished,0,5200,184,79
432,5,7,6,21,acept,not furnished,3208,15000,3007,191
46,2,1,1,5,not acept,not furnished,600,1180,25,15
999,5,7,4,-,not acept,not furnished,100,15000,459,226
274,6,6,2,-,acept,not furnished,0,9000,671,148
76,2,1,0,3,acept,not furnished,625,1000,50,13
210,4,4,2,1,not acept,not furnished,1500,4200,283,56
400,4,5,4,-,acept,not furnished,3413,11000,2028,166
110,3,2,1,7,acept,not furnished,1200,1200,350,16
20,1,1,0,-,acept,furnished,602,1800,130,23
160,3,2,2,-,not acept,not furnished,0,3500,250,53
95,3,2,2,3,acept,not furnished,1200,5800,430,75
38,1,1,0,16,not acept,not furnished,188,2001,0,26
220,4,3,3,20,acept,furnished,2080,5500,1092,70
396,4,5,6,-,acept,not furnished,0,10000,250,164
360,4,7,5,2,acept,not furnished,3900,3990,2505,51
25,1,1,0,4,acept,furnished,659,1910,0,25
120,3,2,8,-,acept,not furnished,0,3000,386,46
556,6,7,4,-,acept,not furnished,0,7500,1084,113
100,3,1,1,-,acept,not furnished,0,1970,92,33
40,1,1,0,-,not acept,not furnished,0,780,17,12
55,2,1,1,2,acept,not furnished,235,700,0,9
60,2,1,0,1,not acept,not furnished,500,2000,57,26
70,3,1,2,1,not acept,furnished,882,3200,140,41
52,2,1,1,7,acept,not furnished,616,1200,65,16
110,3,2,1,4,not acept,not furnished,788,2500,140,33
53,2,1,1,8,acept,not furnished,571,1800,22,23
188,1,3,2,10,not acept,not furnished,1180,8000,550,102
121,3,2,1,10,acept,not furnished,800,1900,200,28
80,1,1,1,-,not acept,not furnished,0,1300,84,20
160,4,2,2,3,acept,not furnished,700,2700,305,36
285,4,5,4,6,acept,furnished,200000,20000,1834,254
70,2,1,0,-,acept,not furnished,0,1350,0,21
53,2,2,1,-,acept,furnished,443,1900,54,25
320,3,6,3,9,acept,not furnished,2000,6490,900,84
96,2,2,2,7,acept,furnished,1320,7500,434,97
35,1,1,1,7,acept,not furnished,430,2100,0,27
375,4,5,0,-,acept,not furnished,1200,10000,825,151
60,2,1,0,-,acept,not furnished,0,1700,245,26
100,7,2,1,-,acept,not furnished,0,2800,28,46
82,2,1,0,-,acept,furnished,0,4950,59,76
57,1,1,0,9,acept,furnished,300,6000,17,77
485,5,6,6,23,acept,not furnished,5709,13000,2495,165
61,1,2,1,14,not acept,not furnished,444,1930,87,25
28,1,1,0,8,acept,not furnished,453,1009,0,7
130,3,2,1,8,not acept,furnished,1200,7500,417,96
119,3,1,0,3,acept,not furnished,560,2100,84,31
123,3,1,1,6,not acept,not furnished,2000,3800,348,49
96,2,1,1,3,acept,furnished,671,1800,52,23
120,3,2,2,4,acept,not furnished,1950,5500,250,71
89,3,1,1,7,acept,not furnished,1100,2000,90,26
190,3,3,2,10,not acept,not furnished,2800,9000,888,115
402,4,4,4,-,acept,furnished,0,7500,483,123
40,1,1,0,1,acept,not furnished,379,1180,0,16
210,4,3,3,11,acept,not furnished,1250,4000,750,51
77,2,2,1,8,acept,not furnished,840,3170,34,41
65,3,1,1,3,not acept,not furnished,245,900,69,12
160,3,4,3,-,acept,not furnished,0,2770,475,42
80,2,3,1,15,acept,furnished,602,3100,240,40
110,3,2,0,3,not acept,furnished,370,2070,100,31
132,3,2,2,9,acept,furnished,1000,3350,167,49
90,3,2,2,2,acept,not furnished,650,3500,325,47
50,2,1,1,2,acept,not furnished,100,1540,0,23
55,3,1,1,7,acept,furnished,600,1800,121,23
40,1,1,0,6,acept,not furnished,600,3480,142,45
38,2,2,1,10,acept,not furnished,1450,3200,200,42
50,2,1,1,-,acept,not furnished,510,1100,50,14
136,3,3,1,9,acept,not furnished,1530,7500,290,96
140,3,2,2,4,acept,not furnished,1450,2700,169,35
150,4,2,2,2,acept,not furnished,2900,9000,834,116
65,2,2,1,4,acept,not furnished,255,1400,81,19
41,3,2,1,1,not acept,furnished,0,6500,0,83
180,3,3,1,-,acept,furnished,1785,6000,294,77
425,4,4,0,-,acept,not furnished,0,15000,750,267
70,2,1,1,3,acept,furnished,450,1800,63,27
460,6,6,4,-,acept,not furnished,0,6500,109,98
70,2,2,1,11,not acept,furnished,2800,6000,835,78
25,1,1,0,23,acept,not furnished,432,2200,45,28
274,4,5,6,-,acept,not furnished,0,11000,767,166
42,1,1,2,6,acept,furnished,595,3380,0,43
64,2,1,1,4,acept,not furnished,600,980,34,15
31,1,1,0,5,acept,not furnished,400,1350,67,18
74,2,1,0,2,acept,not furnished,589,2850,0,37
110,2,3,3,1,not acept,not furnished,1600,1890,0,24
20,1,1,0,5,acept,furnished,602,1800,130,23
91,2,3,1,9,acept,furnished,853,2350,221,32
85,2,3,1,4,acept,not furnished,350,3000,125,44
42,1,1,1,13,not acept,not furnished,704,3000,192,39
359,3,4,2,3,acept,not furnished,2300,7000,292,103
89,2,1,0,4,not acept,not furnished,340,1190,0,18
50,1,1,0,-,not acept,not furnished,0,750,0,12
43,1,1,0,4,acept,not furnished,300,1600,17,21
40,1,1,1,4,not acept,furnished,620,5000,184,64
42,1,1,1,13,acept,not furnished,470,1750,75,23
143,3,2,1,-,acept,not furnished,750,2058,84,27
140,3,1,1,11,acept,furnished,1000,4445,166,65
60,1,1,1,3,acept,not furnished,252,750,9,10
121,1,1,0,1,acept,not furnished,2000,6800,300,88
148,3,2,2,3,acept,furnished,2200,3990,167,59
130,4,3,0,2,acept,furnished,750,9900,141,128
35,1,1,0,1,acept,furnished,81150,4500,9900,58
85,3,2,1,17,acept,not furnished,1100,4170,225,54
40,1,1,0,-,not acept,not furnished,0,900,25,14
53,2,1,1,4,acept,furnished,365,1239,0,16
80,3,2,2,4,acept,not furnished,690,2650,92,34
77,3,3,2,-,acept,not furnished,223,2400,70,37
103,3,2,2,4,acept,furnished,1100,7550,209,96
78,2,2,0,7,acept,not furnished,450,1500,167,22
158,3,4,2,2,acept,not furnished,1361,2750,142,35
300,4,4,3,-,acept,not furnished,2150,13100,1500,166
65,2,1,1,16,acept,not furnished,560,1000,125,13
58,2,2,1,6,not acept,not furnished,520,2055,0,27
250,3,4,0,6,acept,not furnished,3500,5000,1334,64
440,4,4,4,11,acept,furnished,4985,10200,2849,130
39,1,1,1,12,acept,not furnished,500,2200,50,33
45,2,2,0,-,not acept,not furnished,0,1300,0,24
200,4,3,3,7,acept,furnished,1350,7900,700,106
40,1,1,0,2,acept,furnished,180,1250,6,19
75,2,1,1,4,acept,not furnished,380,849,71,12
85,2,2,1,4,acept,not furnished,675,1310,79,17
57,2,1,1,3,acept,not furnished,430,1000,43,13
60,3,1,0,1,not acept,not furnished,565,1950,109,25
46,2,1,1,5,acept,not furnished,380,850,18,11
57,2,2,1,4,acept,not furnished,180,1460,125,20
102,3,2,2,5,acept,not furnished,1250,4200,250,54
61,2,2,1,5,acept,not furnished,650,2300,21,30
29,1,1,0,12,acept,furnished,580,1770,83,23
280,3,3,2,-,acept,not furnished,0,8000,600,121
210,3,3,4,1,acept,not furnished,3100,6500,1400,83
130,3,3,3,-,acept,not furnished,0,4000,146,61
45,1,1,0,11,acept,not furnished,750,900,658,14
45,1,1,1,6,acept,not furnished,757,2900,9,39
40,1,1,0,8,acept,furnished,450,2000,50,26
175,1,1,2,-,acept,not furnished,0,1600,167,25
750,4,5,8,-,acept,not furnished,0,15000,4338,226
60,2,3,2,5,not acept,not furnished,730,1200,182,16
86,2,1,1,11,not acept,not furnished,1105,3800,155,49
75,2,2,2,6,acept,not furnished,556,2200,95,33
281,4,3,4,-,acept,furnished,0,4950,442,88
70,2,2,1,2,acept,not furnished,400,2200,92,33
280,3,3,2,2,acept,furnished,6500,8000,1680,104
30,1,1,0,2,acept,not furnished,0,1850,0,24
